code,fk_name,parent,concept_name,source,standard_semantic_hierarchy
47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",None,Broad Occupation SOC Code,2018 SOC,No
47-2110,Electricians,None,Broad Occupation SOC Code,2018 SOC,No
47-2120,Glaziers,None,Broad Occupation SOC Code,2018 SOC,No
47-2130,Insulation Workers,None,Broad Occupation SOC Code,2018 SOC,No
47-2140,Painters and Paperhangers,None,Broad Occupation SOC Code,2018 SOC,No
47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",None,Broad Occupation SOC Code,2018 SOC,No
47-2160,Plasterers and Stucco Masons,None,Broad Occupation SOC Code,2018 SOC,No
47-2170,Reinforcing Iron and Rebar Workers,None,Broad Occupation SOC Code,2018 SOC,No
47-2180,Roofers,None,Broad Occupation SOC Code,2018 SOC,No
47-2210,Sheet Metal Workers,None,Broad Occupation SOC Code,2018 SOC,No
47-2220,Structural Iron and Steel Workers,None,Broad Occupation SOC Code,2018 SOC,No
47-2230,Solar Photovoltaic Installers,None,Broad Occupation SOC Code,2018 SOC,No
47-3010,"Helpers, Construction Trades",None,Broad Occupation SOC Code,2018 SOC,No
47-4010,Construction and Building Inspectors,None,Broad Occupation SOC Code,2018 SOC,No
47-4020,Elevator and Escalator Installers and Repairers,None,Broad Occupation SOC Code,2018 SOC,No
47-4030,Fence Erectors,None,Broad Occupation SOC Code,2018 SOC,No
47-4040,Hazardous Materials Removal Workers,None,Broad Occupation SOC Code,2018 SOC,No
47-4050,Highway Maintenance Workers,None,Broad Occupation SOC Code,2018 SOC,No
47-4060,Rail-Track Laying and Maintenance Equipment Operators,None,Broad Occupation SOC Code,2018 SOC,No
47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,None,Broad Occupation SOC Code,2018 SOC,No
47-4090,Miscellaneous Construction and Related Workers,None,Broad Occupation SOC Code,2018 SOC,No
47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",None,Broad Occupation SOC Code,2018 SOC,No
47-5020,Surface Mining Machine Operators and Earth Drillers,None,Broad Occupation SOC Code,2018 SOC,No
47-5030,"Explosives Workers, Ordnance Handling Experts, and Blasters",None,Broad Occupation SOC Code,2018 SOC,No
47-5040,Underground Mining Machine Operators,None,Broad Occupation SOC Code,2018 SOC,No
47-5050,"Rock Splitters, Quarry",None,Broad Occupation SOC Code,2018 SOC,No
47-5070,"Roustabouts, Oil and Gas",None,Broad Occupation SOC Code,2018 SOC,No
47-5080,Helpers--Extraction Workers,None,Broad Occupation SOC Code,2018 SOC,No
47-5090,Miscellaneous Extraction Workers,None,Broad Occupation SOC Code,2018 SOC,No
49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",None,Broad Occupation SOC Code,2018 SOC,No
49-2010,"Computer, Automated Teller, and Office Machine Repairers",None,Broad Occupation SOC Code,2018 SOC,No
49-2020,Radio and Telecommunications Equipment Installers and Repairers,None,Broad Occupation SOC Code,2018 SOC,No
49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",None,Broad Occupation SOC Code,2018 SOC,No
49-3010,Aircraft Mechanics and Service Technicians,None,Broad Occupation SOC Code,2018 SOC,No
49-3020,Automotive Technicians and Repairers,None,Broad Occupation SOC Code,2018 SOC,No
49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,None,Broad Occupation SOC Code,2018 SOC,No
49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,None,Broad Occupation SOC Code,2018 SOC,No
49-3050,Small Engine Mechanics,None,Broad Occupation SOC Code,2018 SOC,No
49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",None,Broad Occupation SOC Code,2018 SOC,No
49-9010,Control and Valve Installers and Repairers,None,Broad Occupation SOC Code,2018 SOC,No
49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",None,Broad Occupation SOC Code,2018 SOC,No
49-9030,Home Appliance Repairers,None,Broad Occupation SOC Code,2018 SOC,No
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",None,Broad Occupation SOC Code,2018 SOC,No
49-9050,Line Installers and Repairers,None,Broad Occupation SOC Code,2018 SOC,No
49-9060,Precision Instrument and Equipment Repairers,None,Broad Occupation SOC Code,2018 SOC,No
49-9070,"Maintenance and Repair Workers, General",None,Broad Occupation SOC Code,2018 SOC,No
49-9080,Wind Turbine Service Technicians,None,Broad Occupation SOC Code,2018 SOC,No
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",None,Broad Occupation SOC Code,2018 SOC,No
51-1010,First-Line Supervisors of Production and Operating Workers,None,Broad Occupation SOC Code,2018 SOC,No
51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",None,Broad Occupation SOC Code,2018 SOC,No
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",None,Broad Occupation SOC Code,2018 SOC,No
51-2030,Engine and Other Machine Assemblers,None,Broad Occupation SOC Code,2018 SOC,No
51-2040,Structural Metal Fabricators and Fitters,None,Broad Occupation SOC Code,2018 SOC,No
51-2050,Fiberglass Laminators and Fabricators,None,Broad Occupation SOC Code,2018 SOC,No
51-2060,Timing Device Assemblers and Adjusters,None,Broad Occupation SOC Code,2018 SOC,No
51-2090,Miscellaneous Assemblers and Fabricators,None,Broad Occupation SOC Code,2018 SOC,No
51-3010,Bakers,None,Broad Occupation SOC Code,2018 SOC,No
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",None,Broad Occupation SOC Code,2018 SOC,No
51-3090,Miscellaneous Food Processing Workers,None,Broad Occupation SOC Code,2018 SOC,No
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",None,Broad Occupation SOC Code,2018 SOC,No
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",None,Broad Occupation SOC Code,2018 SOC,No
51-4040,Machinists,None,Broad Occupation SOC Code,2018 SOC,No
51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",None,Broad Occupation SOC Code,2018 SOC,No
51-4060,"Model Makers and Patternmakers, Metal and Plastic",None,Broad Occupation SOC Code,2018 SOC,No
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",None,Broad Occupation SOC Code,2018 SOC,No
51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",None,Broad Occupation SOC Code,2018 SOC,No
51-4110,Tool and Die Makers,None,Broad Occupation SOC Code,2018 SOC,No
51-4120,"Welding, Soldering, and Brazing Workers",None,Broad Occupation SOC Code,2018 SOC,No
51-4190,Miscellaneous Metal Workers and Plastic Workers,None,Broad Occupation SOC Code,2018 SOC,No
51-5110,Printing Workers,None,Broad Occupation SOC Code,2018 SOC,No
51-6010,Laundry and Dry-Cleaning Workers,None,Broad Occupation SOC Code,2018 SOC,No
51-6020,"Pressers, Textile, Garment, and Related Materials",None,Broad Occupation SOC Code,2018 SOC,No
51-6030,Sewing Machine Operators,None,Broad Occupation SOC Code,2018 SOC,No
51-6040,Shoe and Leather Workers,None,Broad Occupation SOC Code,2018 SOC,No
51-6050,"Tailors, Dressmakers, and Sewers",None,Broad Occupation SOC Code,2018 SOC,No
51-6060,"Textile Machine Setters, Operators, and Tenders",None,Broad Occupation SOC Code,2018 SOC,No
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",None,Broad Occupation SOC Code,2018 SOC,No
51-7010,Cabinetmakers and Bench Carpenters,None,Broad Occupation SOC Code,2018 SOC,No
51-7020,Furniture Finishers,None,Broad Occupation SOC Code,2018 SOC,No
51-7030,"Model Makers and Patternmakers, Wood",None,Broad Occupation SOC Code,2018 SOC,No
51-7040,"Woodworking Machine Setters, Operators, and Tenders",None,Broad Occupation SOC Code,2018 SOC,No
51-7090,Miscellaneous Woodworkers,None,Broad Occupation SOC Code,2018 SOC,No
51-8010,"Power Plant Operators, Distributors, and Dispatchers",None,Broad Occupation SOC Code,2018 SOC,No
51-8020,Stationary Engineers and Boiler Operators,None,Broad Occupation SOC Code,2018 SOC,No
51-8030,Water and Wastewater Treatment Plant and System Operators,None,Broad Occupation SOC Code,2018 SOC,No
51-8090,Miscellaneous Plant and System Operators,None,Broad Occupation SOC Code,2018 SOC,No
51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",None,Broad Occupation SOC Code,2018 SOC,No
51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",None,Broad Occupation SOC Code,2018 SOC,No
51-9030,Cutting Workers,None,Broad Occupation SOC Code,2018 SOC,No
51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",None,Broad Occupation SOC Code,2018 SOC,No
51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",None,Broad Occupation SOC Code,2018 SOC,No
51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",None,Broad Occupation SOC Code,2018 SOC,No
51-9070,Jewelers and Precious Stone and Metal Workers,None,Broad Occupation SOC Code,2018 SOC,No
51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,None,Broad Occupation SOC Code,2018 SOC,No
51-9110,Packaging and Filling Machine Operators and Tenders,None,Broad Occupation SOC Code,2018 SOC,No
51-9120,Painting Workers,None,Broad Occupation SOC Code,2018 SOC,No
51-9140,Semiconductor Processing Technicians,None,Broad Occupation SOC Code,2018 SOC,No
51-9150,Photographic Process Workers and Processing Machine Operators,None,Broad Occupation SOC Code,2018 SOC,No
51-9160,Computer Numerically Controlled Tool Operators and Programmers,None,Broad Occupation SOC Code,2018 SOC,No
51-9190,Miscellaneous Production Workers,None,Broad Occupation SOC Code,2018 SOC,No
53-1040,First-Line Supervisors of Transportation and Material Moving Workers,None,Broad Occupation SOC Code,2018 SOC,No
53-2010,Aircraft Pilots and Flight Engineers,None,Broad Occupation SOC Code,2018 SOC,No
53-2020,Air Traffic Controllers and Airfield Operations Specialists,None,Broad Occupation SOC Code,2018 SOC,No
53-2030,Flight Attendants,None,Broad Occupation SOC Code,2018 SOC,No
53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",None,Broad Occupation SOC Code,2018 SOC,No
53-3030,Driver/Sales Workers and Truck Drivers,None,Broad Occupation SOC Code,2018 SOC,No
53-3050,Passenger Vehicle Drivers,None,Broad Occupation SOC Code,2018 SOC,No
53-3090,Miscellaneous Motor Vehicle Operators,None,Broad Occupation SOC Code,2018 SOC,No
53-4010,Locomotive Engineers and Operators,None,Broad Occupation SOC Code,2018 SOC,No
53-4020,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",None,Broad Occupation SOC Code,2018 SOC,No
53-4030,Railroad Conductors and Yardmasters,None,Broad Occupation SOC Code,2018 SOC,No
53-4040,Subway and Streetcar Operators,None,Broad Occupation SOC Code,2018 SOC,No
53-4090,Miscellaneous Rail Transportation Workers,None,Broad Occupation SOC Code,2018 SOC,No
53-5010,Sailors and Marine Oilers,None,Broad Occupation SOC Code,2018 SOC,No
53-5020,Ship and Boat Captains and Operators,None,Broad Occupation SOC Code,2018 SOC,No
53-5030,Ship Engineers,None,Broad Occupation SOC Code,2018 SOC,No
53-6010,Bridge and Lock Tenders,None,Broad Occupation SOC Code,2018 SOC,No
53-6020,Parking Attendants,None,Broad Occupation SOC Code,2018 SOC,No
53-6030,Transportation Service Attendants,None,Broad Occupation SOC Code,2018 SOC,No
53-6040,Traffic Technicians,None,Broad Occupation SOC Code,2018 SOC,No
53-6050,Transportation Inspectors,None,Broad Occupation SOC Code,2018 SOC,No
53-6060,Passenger Attendants,None,Broad Occupation SOC Code,2018 SOC,No
53-6090,Miscellaneous Transportation Workers,None,Broad Occupation SOC Code,2018 SOC,No
53-7010,Conveyor Operators and Tenders,None,Broad Occupation SOC Code,2018 SOC,No
53-7020,Crane and Tower Operators,None,Broad Occupation SOC Code,2018 SOC,No
53-7030,Dredge Operators,None,Broad Occupation SOC Code,2018 SOC,No
53-7040,Hoist and Winch Operators,None,Broad Occupation SOC Code,2018 SOC,No
53-7050,Industrial Truck and Tractor Operators,None,Broad Occupation SOC Code,2018 SOC,No
53-7060,Laborers and Material Movers,None,Broad Occupation SOC Code,2018 SOC,No
53-7070,Pumping Station Operators,None,Broad Occupation SOC Code,2018 SOC,No
53-7080,Refuse and Recyclable Material Collectors,None,Broad Occupation SOC Code,2018 SOC,No
53-7120,"Tank Car, Truck, and Ship Loaders",None,Broad Occupation SOC Code,2018 SOC,No
53-7190,Miscellaneous Material Moving Workers,None,Broad Occupation SOC Code,2018 SOC,No
55-1010,Military Officer Special and Tactical Operations Leaders,None,Broad Occupation SOC Code,2018 SOC,No
55-2010,First-Line Enlisted Military Supervisors,None,Broad Occupation SOC Code,2018 SOC,No
55-3010,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,None,Broad Occupation SOC Code,2018 SOC,No
