fk_index_item_description,code,parent,concept_name,source,standard_semantic_hierarchy
"Sweat pants, men's, boys', and unisex (i.e., sized without regard to gender), cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Sweat pants, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Sweat suits, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Sweat suits, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Sweater jackets, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Sweater jackets, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Sweater vests, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Sweater vests, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Sweaters, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Sweaters, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Sweatshirts, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Sweatshirts, outerwear, unisex (sized without regard to gender), cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Sweatshirts, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Swimsuits, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Swimsuits, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Tailored dress and sport coats, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Tank tops, outerwear, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Tank tops, underwear, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Tank tops, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
Team athletic uniforms cut and sewn from purchased fabric (except apparel contractors),315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Teddies, women's and girls', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Tennis shirts, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Tennis shirts, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Tennis skirts, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
Theatrical costumes cut and sewn from purchased fabric (except apparel contractors),315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Topcoats, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Training pants (i.e., underwear), infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Trimmings, fur (except apparel contractors), manufacturing",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Trousers, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"T-shirts, outerwear, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"T-shirts, outerwear, unisex (i.e., sized without regard to gender), cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"T-shirts, outerwear, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"T-shirts, underwear, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"T-shirts, underwear, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
Tuxedos cut and sewn from purchased fabric (except apparel contractors),315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Underwear shirts, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Underwear shirts, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Underwear shorts, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Underwear shorts, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Underwear, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Underwear, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Uniform shirts, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Uniform shirts, team athletic, cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Uniform shirts, women's and girls', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Uniforms, band, cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Uniforms, dress (e.g., firefighter, military, police), men's, cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Uniforms, dress, tailored (e.g., firefighter, military, police), women's and girls', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Uniforms, nontailored, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Uniforms, nontailored, women's and girls', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Uniforms, team athletic, cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Union suits, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Union suits, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Vestments, academic and clerical, cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Vests, leather, fur, or sheep-lined (except apparel contractors), manufacturing",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Vests, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Vests, women's and girls', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Warmup suits, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Warmup suits, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Washable service apparel (e.g., barbers', hospital, professional), men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Washable service apparel, women's and girls', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Water resistant jackets and windbreakers, nontailored, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Water resistant jackets and windbreakers, nontailored, women's and girls', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Water resistant outerwear, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Water resistant outerwear, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Water resistant overcoats, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Water resistant overcoats, women's and girls', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
Waterproof outerwear cut and sewn from purchased fabric (except apparel contractors),315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Waterproof outerwear, rubberizing fabric and manufacturing outerwear",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Water-repellent outerwear, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Water-repellent outerwear, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Water-repellent overcoats, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Water-repellent overcoats, women's and girls', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Wedding dresses, women's and girls', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Windbreakers, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Windbreakers, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Work coats and jackets, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Work pants, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
"Work shirts, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315250,None,NAICS Index Item Description Code,2022 NAICS,No
Apparel findings and trimmings cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Aprons, waterproof (e.g., plastics, rubberized fabric), rubberizing fabric and manufacturing aprons",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Aprons, waterproof (including rubberized fabric, plastics), cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Arm bands, elastic, cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Ascots, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
Baseball caps cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Bathing caps, rubber, manufacturing",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Belts, apparel (e.g., fabric, leather, vinyl), cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Belts, money, any material, cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Bibs and aprons, waterproof (e.g., plastics, rubber, similar materials), cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Bibs and aprons, waterproof (e.g., plastics, rubber, similar materials), rubberizing fabric and manufacturing bibs and aprons",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Bow ties, men's and boys', cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Caps (except fur, leather) cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Caps (i.e., apparel accessory) cut and sewn from purchased fabric (except fur, leather, apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Caps, textiles, straw, fur-felt, and wool-felt, cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
Chauffeurs' hats and caps cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
Coat trimmings fabric cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
Cummerbunds cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
Dress and semidress gloves cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
Dress trimmings cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Findings, suit and coat (e.g., coat fronts, pockets), cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
Glove linings (except fur) manufacturing,315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Gloves and mittens (except athletic), leather, fabric, fur, or combinations, cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Gloves and mittens, woven or knit, cut and sewn from purchased fabric (except apparel contractors), manufacturing",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Gloves, leather (except athletic, cut and sewn apparel contractors), manufacturing",315990,None,NAICS Index Item Description Code,2022 NAICS,No
Handkerchiefs (except paper) cut and sewn from purchased fabric,315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Harvest hats, straw, manufacturing",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Hat bodies (e.g., fur-felt, straw, wool-felt) cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
Hat findings cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
Hat linings and trimmings cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Hats (except fur, knitting mill products, leather) cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Hats, cloth, cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Hats, fur-felt, straw, and wool-felt, cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Hats, trimmed, cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Headbands, women's and girls', cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
Knit gloves cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Leather gloves or mittens (except athletic, cut and sewn apparel contractors) manufacturing",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Linings, hat, men's, cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
Millinery cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
Millinery trimmings cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
Mittens cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Mittens, leather (except apparel contractors), manufacturing",315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Mittens, woven or knit, cut and sewn from purchased fabric (except apparel contractors)",315990,None,NAICS Index Item Description Code,2022 NAICS,No
Mufflers cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
Neckties cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
Neckwear cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
Opera hats cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
Panama hats cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
Police caps and hats (except protective head gear) cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
Scarves cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
Straw hats manufacturing,315990,None,NAICS Index Item Description Code,2022 NAICS,No
Suit trimmings cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
Suspenders cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Ties, men's and boys' hand sewn (except apparel contractors), manufacturing",315990,None,NAICS Index Item Description Code,2022 NAICS,No
Uniform hats and caps cut and sewn from purchased fabric (except apparel contractors),315990,None,NAICS Index Item Description Code,2022 NAICS,No
"Work gloves, leather (except apparel contractors), manufacturing",315990,None,NAICS Index Item Description Code,2022 NAICS,No
Bag leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Belting butts, curried or rough, manufacturing",316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Belting leather, manufacturing",316110,None,NAICS Index Item Description Code,2022 NAICS,No
Bookbinder's leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Bridle leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Buffings, russet, manufacturing",316110,None,NAICS Index Item Description Code,2022 NAICS,No
Case leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Chamois leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Collar leather, manufacturing",316110,None,NAICS Index Item Description Code,2022 NAICS,No
Coloring leather,316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Converters, leather",316110,None,NAICS Index Item Description Code,2022 NAICS,No
Currying furs,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Currying leather,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Cutting of leather,316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Dressing (i.e., bleaching, blending, currying, scraping, tanning) furs",316110,None,NAICS Index Item Description Code,2022 NAICS,No
Dressing hides,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Dyeing furs,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Dyeing leather,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Embossing leather,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Exotic leathers manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Fancy leathers manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Finishing hides and skins on a contract basis,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Finishing leather,316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Fleshers, leather (i.e., flesh side of split leather), manufacturing",316110,None,NAICS Index Item Description Code,2022 NAICS,No
Fur stripping,316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Furs, dressed (e.g., bleached, curried, dyed, scraped, tanned), manufacturing",316110,None,NAICS Index Item Description Code,2022 NAICS,No
Garment leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Glove leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Handbag leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Harness leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Hides and skins, finishing on a contract basis",316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Hides, tanning, currying, dressing, and finishing",316110,None,NAICS Index Item Description Code,2022 NAICS,No
Japanning of leather,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Lace leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Latigo leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Leather coloring, cutting, embossing, and japanning",316110,None,NAICS Index Item Description Code,2022 NAICS,No
Leather converters,316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Leather tanning, currying, and finishing",316110,None,NAICS Index Item Description Code,2022 NAICS,No
Lining leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Mechanical leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Parchment leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Patent leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Pelts bleaching, currying, dyeing, scraping, and tanning",316110,None,NAICS Index Item Description Code,2022 NAICS,No
Rawhide manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Roller leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Saddlery leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Shearling (i.e., prepared sheepskin) manufacturing",316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Skins, tanning, currying and finishing",316110,None,NAICS Index Item Description Code,2022 NAICS,No
Skirting leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Skivers, leather, manufacturing",316110,None,NAICS Index Item Description Code,2022 NAICS,No
Slitting leather for the trade,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Sole leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Specialty leathers manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Splits, leather, manufacturing",316110,None,NAICS Index Item Description Code,2022 NAICS,No
Strap leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Sweatband leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Tannery leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Tanning and currying furs,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Upholstery leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Upper leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Vellum leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Welting leather manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
Wet blues manufacturing,316110,None,NAICS Index Item Description Code,2022 NAICS,No
"Arctics, plastics or plastics soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Arctics, rubber or rubber soled fabric, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
Athletic shoes manufacturing,316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Athletic shoes, plastics or plastics soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Athletic shoes, rubber or rubber soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
Ballet slippers manufacturing,316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Beach sandals, plastics or plastics soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Beach sandals, rubber or rubber soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Boots, dress and casual, children's and infants', manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Boots, dress and casual, men's, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Boots, dress and casual, women's, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Boots, hiking, children's and infants', manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Boots, hiking, men's, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Boots, hiking, women's, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Boots, plastics or plastics soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Boots, rubber or rubber soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Canvas shoes, plastics soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Canvas shoes, rubber soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Casual shoes, children's and infants', manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Casual shoes, men's, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Casual shoes, women's, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
Children's shoes (except orthopedic extension) manufacturing,316210,None,NAICS Index Item Description Code,2022 NAICS,No
Cleated athletic shoes manufacturing,316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Climbing shoes, plastics or plastics soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Climbing shoes, rubber or rubber soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Dress shoes, children's and infants', manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Dress shoes, men's, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Dress shoes, women's, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Footholds, plastics or plastics soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Footholds, rubber or rubber soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Footwear, athletic, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Footwear, children's (except orthopedic extension), manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Footwear, children's, leather or vinyl upper with rubber or plastics soles, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Footwear, men's (except orthopedic extension), manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Footwear, men's leather or vinyl upper with rubber or plastics soles, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Footwear, plastics or plastics soled fabric uppers, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Footwear, women's (except orthopedic extension), manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Footwear, women's leather or vinyl upper with rubber or plastics soles, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Gaiters, plastics or plastics soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Gaiters, rubber or rubber soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Galoshes, plastics or plastics soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Galoshes, rubber, or rubber soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Golf shoes, men's cleated, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Golf shoes, women's cleated, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
House slippers manufacturing,316210,None,NAICS Index Item Description Code,2022 NAICS,No
"House slippers, plastics or plastics soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"House slippers, rubber or rubber soled fabric upper, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
Infant's shoes manufacturing,316210,None,NAICS Index Item Description Code,2022 NAICS,No
Leather footwear manufacturing,316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Leather footwear, men's, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Leather footwear, slippers, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
"Leather footwear, women's, manufacturing",316210,None,NAICS Index Item Description Code,2022 NAICS,No
