code,fk_name,parent,concept_name,source,standard_semantic_hierarchy
Lincoln County,"Lincoln, KS",None,Feature Name,2023 GNIS,No
Linn County,"Linn, KS",None,Feature Name,2023 GNIS,No
Logan County,"Logan, KS",None,Feature Name,2023 GNIS,No
Lyon County,"Lyon, KS",None,Feature Name,2023 GNIS,No
McPherson County,"McPherson, KS",None,Feature Name,2023 GNIS,No
Marion County,"Marion, KS",None,Feature Name,2023 GNIS,No
Marshall County,"Marshall, KS",None,Feature Name,2023 GNIS,No
Meade County,"Meade, KS",None,Feature Name,2023 GNIS,No
Miami County,"Miami, KS",None,Feature Name,2023 GNIS,No
Mitchell County,"Mitchell, KS",None,Feature Name,2023 GNIS,No
Montgomery County,"Montgomery, KS",None,Feature Name,2023 GNIS,No
Morris County,"Morris, KS",None,Feature Name,2023 GNIS,No
Nemaha County,"Nemaha, KS",None,Feature Name,2023 GNIS,No
Neosho County,"Neosho, KS",None,Feature Name,2023 GNIS,No
Ness County,"Ness, KS",None,Feature Name,2023 GNIS,No
Norton County,"Norton, KS",None,Feature Name,2023 GNIS,No
Osage County,"Osage, KS",None,Feature Name,2023 GNIS,No
Osborne County,"Osborne, KS",None,Feature Name,2023 GNIS,No
Ottawa County,"Ottawa, KS",None,Feature Name,2023 GNIS,No
Pawnee County,"Pawnee, KS",None,Feature Name,2023 GNIS,No
Phillips County,"Phillips, KS",None,Feature Name,2023 GNIS,No
Pottawatomie County,"Pottawatomie, KS",None,Feature Name,2023 GNIS,No
Pratt County,"Pratt, KS",None,Feature Name,2023 GNIS,No
Rawlins County,"Rawlins, KS",None,Feature Name,2023 GNIS,No
Reno County,"Reno, KS",None,Feature Name,2023 GNIS,No
Republic County,"Republic, KS",None,Feature Name,2023 GNIS,No
Rice County,"Rice, KS",None,Feature Name,2023 GNIS,No
Riley County,"Riley, KS",None,Feature Name,2023 GNIS,No
Rooks County,"Rooks, KS",None,Feature Name,2023 GNIS,No
Russell County,"Russell, KS",None,Feature Name,2023 GNIS,No
Saline County,"Saline, KS",None,Feature Name,2023 GNIS,No
Scott County,"Scott, KS",None,Feature Name,2023 GNIS,No
Sedgwick County,"Sedgwick, KS",None,Feature Name,2023 GNIS,No
Seward County,"Seward, KS",None,Feature Name,2023 GNIS,No
Shawnee County,"Shawnee, KS",None,Feature Name,2023 GNIS,No
Sheridan County,"Sheridan, KS",None,Feature Name,2023 GNIS,No
Sherman County,"Sherman, KS",None,Feature Name,2023 GNIS,No
Stafford County,"Stafford, KS",None,Feature Name,2023 GNIS,No
Stanton County,"Stanton, KS",None,Feature Name,2023 GNIS,No
Stevens County,"Stevens, KS",None,Feature Name,2023 GNIS,No
Thomas County,"Thomas, KS",None,Feature Name,2023 GNIS,No
Trego County,"Trego, KS",None,Feature Name,2023 GNIS,No
Wabaunsee County,"Wabaunsee, KS",None,Feature Name,2023 GNIS,No
Wallace County,"Wallace, KS",None,Feature Name,2023 GNIS,No
Washington County,"Washington, KS",None,Feature Name,2023 GNIS,No
Wichita County,"Wichita, KS",None,Feature Name,2023 GNIS,No
Wilson County,"Wilson, KS",None,Feature Name,2023 GNIS,No
Woodson County,"Woodson, KS",None,Feature Name,2023 GNIS,No
Wyandotte County,"Wyandotte, KS",None,Feature Name,2023 GNIS,No
Grant County,"Grant, KS",None,Feature Name,2023 GNIS,No
Morton County,"Morton, KS",None,Feature Name,2023 GNIS,No
Finney County,"Finney, KS",None,Feature Name,2023 GNIS,No
Hamilton County,"Hamilton, KS",None,Feature Name,2023 GNIS,No
Haskell County,"Haskell, KS",None,Feature Name,2023 GNIS,No
Rush County,"Rush, KS",None,Feature Name,2023 GNIS,No
Adair County,"Adair, KY",None,Feature Name,2023 GNIS,No
Allen County,"Allen, KY",None,Feature Name,2023 GNIS,No
Anderson County,"Anderson, KY",None,Feature Name,2023 GNIS,No
Ballard County,"Ballard, KY",None,Feature Name,2023 GNIS,No
Barren County,"Barren, KY",None,Feature Name,2023 GNIS,No
Bath County,"Bath, KY",None,Feature Name,2023 GNIS,No
Bell County,"Bell, KY",None,Feature Name,2023 GNIS,No
Boone County,"Boone, KY",None,Feature Name,2023 GNIS,No
Bourbon County,"Bourbon, KY",None,Feature Name,2023 GNIS,No
Boyd County,"Boyd, KY",None,Feature Name,2023 GNIS,No
Boyle County,"Boyle, KY",None,Feature Name,2023 GNIS,No
Bracken County,"Bracken, KY",None,Feature Name,2023 GNIS,No
Breathitt County,"Breathitt, KY",None,Feature Name,2023 GNIS,No
Breckinridge County,"Breckinridge, KY",None,Feature Name,2023 GNIS,No
Bullitt County,"Bullitt, KY",None,Feature Name,2023 GNIS,No
Butler County,"Butler, KY",None,Feature Name,2023 GNIS,No
Caldwell County,"Caldwell, KY",None,Feature Name,2023 GNIS,No
Calloway County,"Calloway, KY",None,Feature Name,2023 GNIS,No
Campbell County,"Campbell, KY",None,Feature Name,2023 GNIS,No
Carlisle County,"Carlisle, KY",None,Feature Name,2023 GNIS,No
Carroll County,"Carroll, KY",None,Feature Name,2023 GNIS,No
Carter County,"Carter, KY",None,Feature Name,2023 GNIS,No
Casey County,"Casey, KY",None,Feature Name,2023 GNIS,No
Christian County,"Christian, KY",None,Feature Name,2023 GNIS,No
Clark County,"Clark, KY",None,Feature Name,2023 GNIS,No
Clay County,"Clay, KY",None,Feature Name,2023 GNIS,No
Clinton County,"Clinton, KY",None,Feature Name,2023 GNIS,No
Crittenden County,"Crittenden, KY",None,Feature Name,2023 GNIS,No
Cumberland County,"Cumberland, KY",None,Feature Name,2023 GNIS,No
Daviess County,"Daviess, KY",None,Feature Name,2023 GNIS,No
Edmonson County,"Edmonson, KY",None,Feature Name,2023 GNIS,No
Elliott County,"Elliott, KY",None,Feature Name,2023 GNIS,No
Estill County,"Estill, KY",None,Feature Name,2023 GNIS,No
Fayette County,"Fayette, KY",None,Feature Name,2023 GNIS,No
Fleming County,"Fleming, KY",None,Feature Name,2023 GNIS,No
Floyd County,"Floyd, KY",None,Feature Name,2023 GNIS,No
Franklin County,"Franklin, KY",None,Feature Name,2023 GNIS,No
Fulton County,"Fulton, KY",None,Feature Name,2023 GNIS,No
Gallatin County,"Gallatin, KY",None,Feature Name,2023 GNIS,No
Garrard County,"Garrard, KY",None,Feature Name,2023 GNIS,No
Grant County,"Grant, KY",None,Feature Name,2023 GNIS,No
Graves County,"Graves, KY",None,Feature Name,2023 GNIS,No
Grayson County,"Grayson, KY",None,Feature Name,2023 GNIS,No
Green County,"Green, KY",None,Feature Name,2023 GNIS,No
Greenup County,"Greenup, KY",None,Feature Name,2023 GNIS,No
Hancock County,"Hancock, KY",None,Feature Name,2023 GNIS,No
Hardin County,"Hardin, KY",None,Feature Name,2023 GNIS,No
Harlan County,"Harlan, KY",None,Feature Name,2023 GNIS,No
Harrison County,"Harrison, KY",None,Feature Name,2023 GNIS,No
Hart County,"Hart, KY",None,Feature Name,2023 GNIS,No
Henderson County,"Henderson, KY",None,Feature Name,2023 GNIS,No
Henry County,"Henry, KY",None,Feature Name,2023 GNIS,No
Hickman County,"Hickman, KY",None,Feature Name,2023 GNIS,No
Hopkins County,"Hopkins, KY",None,Feature Name,2023 GNIS,No
Jackson County,"Jackson, KY",None,Feature Name,2023 GNIS,No
Jefferson County,"Jefferson, KY",None,Feature Name,2023 GNIS,No
Jessamine County,"Jessamine, KY",None,Feature Name,2023 GNIS,No
Johnson County,"Johnson, KY",None,Feature Name,2023 GNIS,No
Kenton County,"Kenton, KY",None,Feature Name,2023 GNIS,No
Knott County,"Knott, KY",None,Feature Name,2023 GNIS,No
Knox County,"Knox, KY",None,Feature Name,2023 GNIS,No
Larue County,"Larue, KY",None,Feature Name,2023 GNIS,No
Laurel County,"Laurel, KY",None,Feature Name,2023 GNIS,No
Lawrence County,"Lawrence, KY",None,Feature Name,2023 GNIS,No
Lee County,"Lee, KY",None,Feature Name,2023 GNIS,No
Leslie County,"Leslie, KY",None,Feature Name,2023 GNIS,No
Letcher County,"Letcher, KY",None,Feature Name,2023 GNIS,No
Lewis County,"Lewis, KY",None,Feature Name,2023 GNIS,No
Lincoln County,"Lincoln, KY",None,Feature Name,2023 GNIS,No
Livingston County,"Livingston, KY",None,Feature Name,2023 GNIS,No
Logan County,"Logan, KY",None,Feature Name,2023 GNIS,No
Lyon County,"Lyon, KY",None,Feature Name,2023 GNIS,No
Madison County,"Madison, KY",None,Feature Name,2023 GNIS,No
Magoffin County,"Magoffin, KY",None,Feature Name,2023 GNIS,No
Marion County,"Marion, KY",None,Feature Name,2023 GNIS,No
Marshall County,"Marshall, KY",None,Feature Name,2023 GNIS,No
Martin County,"Martin, KY",None,Feature Name,2023 GNIS,No
Mason County,"Mason, KY",None,Feature Name,2023 GNIS,No
McCracken County,"McCracken, KY",None,Feature Name,2023 GNIS,No
McCreary County,"McCreary, KY",None,Feature Name,2023 GNIS,No
McLean County,"McLean, KY",None,Feature Name,2023 GNIS,No
Meade County,"Meade, KY",None,Feature Name,2023 GNIS,No
Menifee County,"Menifee, KY",None,Feature Name,2023 GNIS,No
Mercer County,"Mercer, KY",None,Feature Name,2023 GNIS,No
Metcalfe County,"Metcalfe, KY",None,Feature Name,2023 GNIS,No
Monroe County,"Monroe, KY",None,Feature Name,2023 GNIS,No
Montgomery County,"Montgomery, KY",None,Feature Name,2023 GNIS,No
Morgan County,"Morgan, KY",None,Feature Name,2023 GNIS,No
Muhlenberg County,"Muhlenberg, KY",None,Feature Name,2023 GNIS,No
Nelson County,"Nelson, KY",None,Feature Name,2023 GNIS,No
Nicholas County,"Nicholas, KY",None,Feature Name,2023 GNIS,No
Ohio County,"Ohio, KY",None,Feature Name,2023 GNIS,No
Oldham County,"Oldham, KY",None,Feature Name,2023 GNIS,No
Owen County,"Owen, KY",None,Feature Name,2023 GNIS,No
Owsley County,"Owsley, KY",None,Feature Name,2023 GNIS,No
Pendleton County,"Pendleton, KY",None,Feature Name,2023 GNIS,No
Perry County,"Perry, KY",None,Feature Name,2023 GNIS,No
Pike County,"Pike, KY",None,Feature Name,2023 GNIS,No
Powell County,"Powell, KY",None,Feature Name,2023 GNIS,No
Pulaski County,"Pulaski, KY",None,Feature Name,2023 GNIS,No
Robertson County,"Robertson, KY",None,Feature Name,2023 GNIS,No
Rockcastle County,"Rockcastle, KY",None,Feature Name,2023 GNIS,No
Rowan County,"Rowan, KY",None,Feature Name,2023 GNIS,No
Russell County,"Russell, KY",None,Feature Name,2023 GNIS,No
Scott County,"Scott, KY",None,Feature Name,2023 GNIS,No
Shelby County,"Shelby, KY",None,Feature Name,2023 GNIS,No
Simpson County,"Simpson, KY",None,Feature Name,2023 GNIS,No
Spencer County,"Spencer, KY",None,Feature Name,2023 GNIS,No
Taylor County,"Taylor, KY",None,Feature Name,2023 GNIS,No
Todd County,"Todd, KY",None,Feature Name,2023 GNIS,No
Trigg County,"Trigg, KY",None,Feature Name,2023 GNIS,No
Trimble County,"Trimble, KY",None,Feature Name,2023 GNIS,No
Union County,"Union, KY",None,Feature Name,2023 GNIS,No
Warren County,"Warren, KY",None,Feature Name,2023 GNIS,No
Washington County,"Washington, KY",None,Feature Name,2023 GNIS,No
Wayne County,"Wayne, KY",None,Feature Name,2023 GNIS,No
Webster County,"Webster, KY",None,Feature Name,2023 GNIS,No
Whitley County,"Whitley, KY",None,Feature Name,2023 GNIS,No
Wolfe County,"Wolfe, KY",None,Feature Name,2023 GNIS,No
Woodford County,"Woodford, KY",None,Feature Name,2023 GNIS,No
Jefferson Parish,"Jefferson, LA",None,Feature Name,2023 GNIS,No
Jefferson Davis Parish,"Jefferson Davis, LA",None,Feature Name,2023 GNIS,No
LaSalle Parish,"LaSalle, LA",None,Feature Name,2023 GNIS,No
Lafayette Parish,"Lafayette, LA",None,Feature Name,2023 GNIS,No
Lafourche Parish,"Lafourche, LA",None,Feature Name,2023 GNIS,No
Lincoln Parish,"Lincoln, LA",None,Feature Name,2023 GNIS,No
Livingston Parish,"Livingston, LA",None,Feature Name,2023 GNIS,No
Madison Parish,"Madison, LA",None,Feature Name,2023 GNIS,No
Morehouse Parish,"Morehouse, LA",None,Feature Name,2023 GNIS,No
Natchitoches Parish,"Natchitoches, LA",None,Feature Name,2023 GNIS,No
Orleans Parish,"Orleans, LA",None,Feature Name,2023 GNIS,No
Ouachita Parish,"Ouachita, LA",None,Feature Name,2023 GNIS,No
Plaquemines Parish,"Plaquemines, LA",None,Feature Name,2023 GNIS,No
Acadia Parish,"Acadia, LA",None,Feature Name,2023 GNIS,No
Allen Parish,"Allen, LA",None,Feature Name,2023 GNIS,No
Ascension Parish,"Ascension, LA",None,Feature Name,2023 GNIS,No
Assumption Parish,"Assumption, LA",None,Feature Name,2023 GNIS,No
Avoyelles Parish,"Avoyelles, LA",None,Feature Name,2023 GNIS,No
Beauregard Parish,"Beauregard, LA",None,Feature Name,2023 GNIS,No
Bienville Parish,"Bienville, LA",None,Feature Name,2023 GNIS,No
Bossier Parish,"Bossier, LA",None,Feature Name,2023 GNIS,No
Caddo Parish,"Caddo, LA",None,Feature Name,2023 GNIS,No
Calcasieu Parish,"Calcasieu, LA",None,Feature Name,2023 GNIS,No
Caldwell Parish,"Caldwell, LA",None,Feature Name,2023 GNIS,No
Cameron Parish,"Cameron, LA",None,Feature Name,2023 GNIS,No
Catahoula Parish,"Catahoula, LA",None,Feature Name,2023 GNIS,No
Claiborne Parish,"Claiborne, LA",None,Feature Name,2023 GNIS,No
Concordia Parish,"Concordia, LA",None,Feature Name,2023 GNIS,No
De Soto Parish,"De Soto, LA",None,Feature Name,2023 GNIS,No
East Baton Rouge Parish,"East Baton Rouge, LA",None,Feature Name,2023 GNIS,No
East Carroll Parish,"East Carroll, LA",None,Feature Name,2023 GNIS,No
East Feliciana Parish,"East Feliciana, LA",None,Feature Name,2023 GNIS,No
Evangeline Parish,"Evangeline, LA",None,Feature Name,2023 GNIS,No
Franklin Parish,"Franklin, LA",None,Feature Name,2023 GNIS,No
Grant Parish,"Grant, LA",None,Feature Name,2023 GNIS,No
Iberia Parish,"Iberia, LA",None,Feature Name,2023 GNIS,No
Iberville Parish,"Iberville, LA",None,Feature Name,2023 GNIS,No
Jackson Parish,"Jackson, LA",None,Feature Name,2023 GNIS,No
Pointe Coupee Parish,"Pointe Coupee, LA",None,Feature Name,2023 GNIS,No
Rapides Parish,"Rapides, LA",None,Feature Name,2023 GNIS,No
Red River Parish,"Red River, LA",None,Feature Name,2023 GNIS,No
Richland Parish,"Richland, LA",None,Feature Name,2023 GNIS,No
Sabine Parish,"Sabine, LA",None,Feature Name,2023 GNIS,No
Tangipahoa Parish,"Tangipahoa, LA",None,Feature Name,2023 GNIS,No
Tensas Parish,"Tensas, LA",None,Feature Name,2023 GNIS,No
Terrebonne Parish,"Terrebonne, LA",None,Feature Name,2023 GNIS,No
Union Parish,"Union, LA",None,Feature Name,2023 GNIS,No
Vermilion Parish,"Vermilion, LA",None,Feature Name,2023 GNIS,No
Vernon Parish,"Vernon, LA",None,Feature Name,2023 GNIS,No
Washington Parish,"Washington, LA",None,Feature Name,2023 GNIS,No
Webster Parish,"Webster, LA",None,Feature Name,2023 GNIS,No
West Baton Rouge Parish,"West Baton Rouge, LA",None,Feature Name,2023 GNIS,No
West Carroll Parish,"West Carroll, LA",None,Feature Name,2023 GNIS,No
West Feliciana Parish,"West Feliciana, LA",None,Feature Name,2023 GNIS,No
Winn Parish,"Winn, LA",None,Feature Name,2023 GNIS,No
Androscoggin County,"Androscoggin, ME",None,Feature Name,2023 GNIS,No
Aroostook County,"Aroostook, ME",None,Feature Name,2023 GNIS,No
Cumberland County,"Cumberland, ME",None,Feature Name,2023 GNIS,No
Franklin County,"Franklin, ME",None,Feature Name,2023 GNIS,No
Hancock County,"Hancock, ME",None,Feature Name,2023 GNIS,No
Kennebec County,"Kennebec, ME",None,Feature Name,2023 GNIS,No
Knox County,"Knox, ME",None,Feature Name,2023 GNIS,No
Lincoln County,"Lincoln, ME",None,Feature Name,2023 GNIS,No
Oxford County,"Oxford, ME",None,Feature Name,2023 GNIS,No
Penobscot County,"Penobscot, ME",None,Feature Name,2023 GNIS,No
Piscataquis County,"Piscataquis, ME",None,Feature Name,2023 GNIS,No
Sagadahoc County,"Sagadahoc, ME",None,Feature Name,2023 GNIS,No
Somerset County,"Somerset, ME",None,Feature Name,2023 GNIS,No
Waldo County,"Waldo, ME",None,Feature Name,2023 GNIS,No
Washington County,"Washington, ME",None,Feature Name,2023 GNIS,No
York County,"York, ME",None,Feature Name,2023 GNIS,No
Talbot County,"Talbot, MD",None,Feature Name,2023 GNIS,No
Kent County,"Kent, MD",None,Feature Name,2023 GNIS,No
Caroline County,"Caroline, MD",None,Feature Name,2023 GNIS,No
Queen Anne's County,"Queen Anne's, MD",None,Feature Name,2023 GNIS,No
Cecil County,"Cecil, MD",None,Feature Name,2023 GNIS,No
Dorchester County,"Dorchester, MD",None,Feature Name,2023 GNIS,No
Somerset County,"Somerset, MD",None,Feature Name,2023 GNIS,No
Commonwealth of Massachusetts,Massachusetts,None,Feature Name,2023 GNIS,No
Barnstable County,"Barnstable, MA",None,Feature Name,2023 GNIS,No
Berkshire County,"Berkshire, MA",None,Feature Name,2023 GNIS,No
Bristol County,"Bristol, MA",None,Feature Name,2023 GNIS,No
Dukes County,"Dukes, MA",None,Feature Name,2023 GNIS,No
Essex County,"Essex, MA",None,Feature Name,2023 GNIS,No
Franklin County,"Franklin, MA",None,Feature Name,2023 GNIS,No
Hampden County,"Hampden, MA",None,Feature Name,2023 GNIS,No
Hampshire County,"Hampshire, MA",None,Feature Name,2023 GNIS,No
Middlesex County,"Middlesex, MA",None,Feature Name,2023 GNIS,No
Nantucket County,"Nantucket, MA",None,Feature Name,2023 GNIS,No
Norfolk County,"Norfolk, MA",None,Feature Name,2023 GNIS,No
Plymouth County,"Plymouth, MA",None,Feature Name,2023 GNIS,No
Suffolk County,"Suffolk, MA",None,Feature Name,2023 GNIS,No
Worcester County,"Worcester, MA",None,Feature Name,2023 GNIS,No
Anoka County,"Anoka, MN",None,Feature Name,2023 GNIS,No
Becker County,"Becker, MN",None,Feature Name,2023 GNIS,No
Beltrami County,"Beltrami, MN",None,Feature Name,2023 GNIS,No
Benton County,"Benton, MN",None,Feature Name,2023 GNIS,No
Big Stone County,"Big Stone, MN",None,Feature Name,2023 GNIS,No
Blue Earth County,"Blue Earth, MN",None,Feature Name,2023 GNIS,No
Brown County,"Brown, MN",None,Feature Name,2023 GNIS,No
Carlton County,"Carlton, MN",None,Feature Name,2023 GNIS,No
Carver County,"Carver, MN",None,Feature Name,2023 GNIS,No
Cass County,"Cass, MN",None,Feature Name,2023 GNIS,No
Chippewa County,"Chippewa, MN",None,Feature Name,2023 GNIS,No
Chisago County,"Chisago, MN",None,Feature Name,2023 GNIS,No
Clay County,"Clay, MN",None,Feature Name,2023 GNIS,No
Clearwater County,"Clearwater, MN",None,Feature Name,2023 GNIS,No
Cook County,"Cook, MN",None,Feature Name,2023 GNIS,No
Cottonwood County,"Cottonwood, MN",None,Feature Name,2023 GNIS,No
Crow Wing County,"Crow Wing, MN",None,Feature Name,2023 GNIS,No
Dakota County,"Dakota, MN",None,Feature Name,2023 GNIS,No
Dodge County,"Dodge, MN",None,Feature Name,2023 GNIS,No
Douglas County,"Douglas, MN",None,Feature Name,2023 GNIS,No
Faribault County,"Faribault, MN",None,Feature Name,2023 GNIS,No
Fillmore County,"Fillmore, MN",None,Feature Name,2023 GNIS,No
Freeborn County,"Freeborn, MN",None,Feature Name,2023 GNIS,No
Goodhue County,"Goodhue, MN",None,Feature Name,2023 GNIS,No
Grant County,"Grant, MN",None,Feature Name,2023 GNIS,No
Hennepin County,"Hennepin, MN",None,Feature Name,2023 GNIS,No
Houston County,"Houston, MN",None,Feature Name,2023 GNIS,No
Hubbard County,"Hubbard, MN",None,Feature Name,2023 GNIS,No
Isanti County,"Isanti, MN",None,Feature Name,2023 GNIS,No
Itasca County,"Itasca, MN",None,Feature Name,2023 GNIS,No
Jackson County,"Jackson, MN",None,Feature Name,2023 GNIS,No
Kanabec County,"Kanabec, MN",None,Feature Name,2023 GNIS,No
Kandiyohi County,"Kandiyohi, MN",None,Feature Name,2023 GNIS,No
Kittson County,"Kittson, MN",None,Feature Name,2023 GNIS,No
Koochiching County,"Koochiching, MN",None,Feature Name,2023 GNIS,No
Lac qui Parle County,"Lac qui Parle, MN",None,Feature Name,2023 GNIS,No
Lake of the Woods County,"Lake of the Woods, MN",None,Feature Name,2023 GNIS,No
Lake County,"Lake, MN",None,Feature Name,2023 GNIS,No
Le Sueur County,"Le Sueur, MN",None,Feature Name,2023 GNIS,No
Lincoln County,"Lincoln, MN",None,Feature Name,2023 GNIS,No
Lyon County,"Lyon, MN",None,Feature Name,2023 GNIS,No
Mahnomen County,"Mahnomen, MN",None,Feature Name,2023 GNIS,No
Marshall County,"Marshall, MN",None,Feature Name,2023 GNIS,No
Martin County,"Martin, MN",None,Feature Name,2023 GNIS,No
McLeod County,"McLeod, MN",None,Feature Name,2023 GNIS,No
Meeker County,"Meeker, MN",None,Feature Name,2023 GNIS,No
Mille Lacs County,"Mille Lacs, MN",None,Feature Name,2023 GNIS,No
Morrison County,"Morrison, MN",None,Feature Name,2023 GNIS,No
Mower County,"Mower, MN",None,Feature Name,2023 GNIS,No
Murray County,"Murray, MN",None,Feature Name,2023 GNIS,No
Nicollet County,"Nicollet, MN",None,Feature Name,2023 GNIS,No
Nobles County,"Nobles, MN",None,Feature Name,2023 GNIS,No
Norman County,"Norman, MN",None,Feature Name,2023 GNIS,No
Olmsted County,"Olmsted, MN",None,Feature Name,2023 GNIS,No
Otter Tail County,"Otter Tail, MN",None,Feature Name,2023 GNIS,No
Pennington County,"Pennington, MN",None,Feature Name,2023 GNIS,No
Pine County,"Pine, MN",None,Feature Name,2023 GNIS,No
Pipestone County,"Pipestone, MN",None,Feature Name,2023 GNIS,No
Polk County,"Polk, MN",None,Feature Name,2023 GNIS,No
Pope County,"Pope, MN",None,Feature Name,2023 GNIS,No
Ramsey County,"Ramsey, MN",None,Feature Name,2023 GNIS,No
Red Lake County,"Red Lake, MN",None,Feature Name,2023 GNIS,No
Redwood County,"Redwood, MN",None,Feature Name,2023 GNIS,No
Renville County,"Renville, MN",None,Feature Name,2023 GNIS,No
Rice County,"Rice, MN",None,Feature Name,2023 GNIS,No
Rock County,"Rock, MN",None,Feature Name,2023 GNIS,No
Roseau County,"Roseau, MN",None,Feature Name,2023 GNIS,No
Scott County,"Scott, MN",None,Feature Name,2023 GNIS,No
Sherburne County,"Sherburne, MN",None,Feature Name,2023 GNIS,No
Sibley County,"Sibley, MN",None,Feature Name,2023 GNIS,No
Stearns County,"Stearns, MN",None,Feature Name,2023 GNIS,No
Steele County,"Steele, MN",None,Feature Name,2023 GNIS,No
Stevens County,"Stevens, MN",None,Feature Name,2023 GNIS,No
Swift County,"Swift, MN",None,Feature Name,2023 GNIS,No
Todd County,"Todd, MN",None,Feature Name,2023 GNIS,No
Traverse County,"Traverse, MN",None,Feature Name,2023 GNIS,No
Wabasha County,"Wabasha, MN",None,Feature Name,2023 GNIS,No
Wadena County,"Wadena, MN",None,Feature Name,2023 GNIS,No
Waseca County,"Waseca, MN",None,Feature Name,2023 GNIS,No
Washington County,"Washington, MN",None,Feature Name,2023 GNIS,No
Watonwan County,"Watonwan, MN",None,Feature Name,2023 GNIS,No
Wilkin County,"Wilkin, MN",None,Feature Name,2023 GNIS,No
Winona County,"Winona, MN",None,Feature Name,2023 GNIS,No
Wright County,"Wright, MN",None,Feature Name,2023 GNIS,No
Yellow Medicine County,"Yellow Medicine, MN",None,Feature Name,2023 GNIS,No
State of Minnesota,Minnesota,None,Feature Name,2023 GNIS,No
Saint Louis County,"St. Louis, MN",None,Feature Name,2023 GNIS,No
Aitkin County,"Aitkin, MN",None,Feature Name,2023 GNIS,No
Adams County,"Adams, MS",None,Feature Name,2023 GNIS,No
Amite County,"Amite, MS",None,Feature Name,2023 GNIS,No
Attala County,"Attala, MS",None,Feature Name,2023 GNIS,No
Benton County,"Benton, MS",None,Feature Name,2023 GNIS,No
Bolivar County,"Bolivar, MS",None,Feature Name,2023 GNIS,No
Calhoun County,"Calhoun, MS",None,Feature Name,2023 GNIS,No
Carroll County,"Carroll, MS",None,Feature Name,2023 GNIS,No
Chickasaw County,"Chickasaw, MS",None,Feature Name,2023 GNIS,No
Choctaw County,"Choctaw, MS",None,Feature Name,2023 GNIS,No
Claiborne County,"Claiborne, MS",None,Feature Name,2023 GNIS,No
Clarke County,"Clarke, MS",None,Feature Name,2023 GNIS,No
Clay County,"Clay, MS",None,Feature Name,2023 GNIS,No
Coahoma County,"Coahoma, MS",None,Feature Name,2023 GNIS,No
Copiah County,"Copiah, MS",None,Feature Name,2023 GNIS,No
Covington County,"Covington, MS",None,Feature Name,2023 GNIS,No
DeSoto County,"DeSoto, MS",None,Feature Name,2023 GNIS,No
Forrest County,"Forrest, MS",None,Feature Name,2023 GNIS,No
Franklin County,"Franklin, MS",None,Feature Name,2023 GNIS,No
George County,"George, MS",None,Feature Name,2023 GNIS,No
Greene County,"Greene, MS",None,Feature Name,2023 GNIS,No
Grenada County,"Grenada, MS",None,Feature Name,2023 GNIS,No
Harrison County,"Harrison, MS",None,Feature Name,2023 GNIS,No
Hinds County,"Hinds, MS",None,Feature Name,2023 GNIS,No
Holmes County,"Holmes, MS",None,Feature Name,2023 GNIS,No
Humphreys County,"Humphreys, MS",None,Feature Name,2023 GNIS,No
Issaquena County,"Issaquena, MS",None,Feature Name,2023 GNIS,No
Itawamba County,"Itawamba, MS",None,Feature Name,2023 GNIS,No
Jackson County,"Jackson, MS",None,Feature Name,2023 GNIS,No
Jasper County,"Jasper, MS",None,Feature Name,2023 GNIS,No
Jefferson County,"Jefferson, MS",None,Feature Name,2023 GNIS,No
Jefferson Davis County,"Jefferson Davis, MS",None,Feature Name,2023 GNIS,No
Jones County,"Jones, MS",None,Feature Name,2023 GNIS,No
Kemper County,"Kemper, MS",None,Feature Name,2023 GNIS,No
Lafayette County,"Lafayette, MS",None,Feature Name,2023 GNIS,No
Lamar County,"Lamar, MS",None,Feature Name,2023 GNIS,No
Lauderdale County,"Lauderdale, MS",None,Feature Name,2023 GNIS,No
Lawrence County,"Lawrence, MS",None,Feature Name,2023 GNIS,No
Leake County,"Leake, MS",None,Feature Name,2023 GNIS,No
Lee County,"Lee, MS",None,Feature Name,2023 GNIS,No
Leflore County,"Leflore, MS",None,Feature Name,2023 GNIS,No
Lincoln County,"Lincoln, MS",None,Feature Name,2023 GNIS,No
Lowndes County,"Lowndes, MS",None,Feature Name,2023 GNIS,No
Madison County,"Madison, MS",None,Feature Name,2023 GNIS,No
Marion County,"Marion, MS",None,Feature Name,2023 GNIS,No
Marshall County,"Marshall, MS",None,Feature Name,2023 GNIS,No
Monroe County,"Monroe, MS",None,Feature Name,2023 GNIS,No
Neshoba County,"Neshoba, MS",None,Feature Name,2023 GNIS,No
Newton County,"Newton, MS",None,Feature Name,2023 GNIS,No
Noxubee County,"Noxubee, MS",None,Feature Name,2023 GNIS,No
Oktibbeha County,"Oktibbeha, MS",None,Feature Name,2023 GNIS,No
Panola County,"Panola, MS",None,Feature Name,2023 GNIS,No
Pearl River County,"Pearl River, MS",None,Feature Name,2023 GNIS,No
Perry County,"Perry, MS",None,Feature Name,2023 GNIS,No
Prentiss County,"Prentiss, MS",None,Feature Name,2023 GNIS,No
Quitman County,"Quitman, MS",None,Feature Name,2023 GNIS,No
Rankin County,"Rankin, MS",None,Feature Name,2023 GNIS,No
Scott County,"Scott, MS",None,Feature Name,2023 GNIS,No
Sharkey County,"Sharkey, MS",None,Feature Name,2023 GNIS,No
Simpson County,"Simpson, MS",None,Feature Name,2023 GNIS,No
